copyright	zengfr	site:http://github.com/zengfr/romhack
000003	[66]
017440	[CE7]
0175EE	[91B]
0175F0	[91A]
0175F2	[919]
0175F4	[918]
0175F6	[917]
0175F8	[916]
0175FA	[915]
0175FC	[914]
0175FE	[913]
01760C	[993]
01760E	[992]
017828	[D]
01782A	[E]
01782C	[F]
01782E	[1A0]
017830	[1C0]
017832	[1E0]
017892	[FFF]
017894	[FE0]
017896	[E00]
017A1E	[3]
017A20	[3]
017A2A	[16]
017A2E	[E]
017A46	[17]
017A6E	[10]
017A82	[860]
017A84	[C70]
017A86	[861]
017A88	[C71]
017A8A	[862]
017A8C	[C72]
017ABE	[C30]
017AC0	[C40]
017AC2	[C31]
017AC4	[C41]
017AC6	[C32]
017AC8	[C42]
017ACE	[C10]
017AD0	[C20]
017AD2	[C11]
017AD4	[C21]
017AD6	[C12]
017AD8	[C22]
017B1E	[87C]
017B20	[C0C]
017B22	[87D]
017B24	[C0D]
017B26	[87E]
017B28	[C0E]
017B3E	[C1C]
017B40	[C2C]
017B42	[C1D]
017B44	[C2D]
017B46	[C1E]
017B48	[C2E]
017BFE	[87F]
017C00	[C0F]
017C02	[8F0]
017C04	[C80]
017C06	[8F1]
017C08	[C81]
017D70	[56]
017D78	[7A]
017D7A	[85]
017D84	[12A]
017D88	[182]
017DA0	[135]
017DC6	[0]
017DC7	[4A]
017DC8	[41]
017DC9	[43]
017DCA	[4B]
017DCB	[2E]
017DCC	[54]
017DCD	[20]
017DCE	[20]
017DCF	[20]
017DD0	[40]
017DF2	[0]
017DF3	[46]
017DF4	[45]
017DF5	[52]
017DF6	[52]
017DF7	[49]
017DF8	[53]
017DF9	[20]
017DFA	[20]
017DFB	[20]
017DFC	[40]
017DFD	[0]
017DFE	[47]
017DFF	[4E]
017E00	[45]
017E01	[49]
017E02	[53]
017E03	[53]
017E04	[20]
017E05	[20]
017E06	[20]
017E07	[40]
017EA2	[0]
017EA3	[42]
017EA4	[4C]
017EA5	[41]
017EA6	[44]
017EA7	[45]
017EA8	[20]
017EA9	[20]
017EAA	[20]
017EAB	[20]
017EAC	[40]
017EAD	[0]
017EAE	[52]
017EAF	[41]
017EB0	[5A]
017EB1	[4F]
017EB2	[52]
017EB3	[20]
017EB4	[20]
017EB5	[20]
017EB6	[20]
017EB7	[40]
017EFA	[0]
017EFB	[50]
017EFC	[55]
017EFD	[4E]
017EFE	[4B]
017EFF	[20]
017F00	[20]
017F01	[20]
017F02	[20]
017F03	[20]
017F04	[40]
018094	[101]
0180B4	[2D0]
0180C0	[C0]
0181CC	[D]
01823A	[0]
01823C	[1F]
01823E	[0]
0182E4	[1]
0182F1	[0]
01830D	[3]
018367	[1]
01837E	[2]
018391	[2]
018654	[A]
018658	[E]
01865E	[10]
018664	[12]
01866A	[13]
018670	[14]
0187BC	[1E0]
0187C0	[190]
0187D8	[1]
0187DA	[258]
018946	[FF]
018948	[F7A4]
01894A	[FF]
01894C	[F7A5]
01894E	[FF]
018950	[F7A6]
018A72	[1]
018A74	[8A82]
018A76	[1]
018A78	[8CD4]
018A90	[4]
018CC4	[10]
018CC6	[0]
018CC8	[10]
018CCA	[C00]
018CCC	[10]
018CCE	[1800]
018EA0	[1]
018EA2	[9090]
018EA4	[1]
018EA6	[C02C]
0190C4	[6]
0190C6	[EE4]
0190C8	[14C8]
0190F4	[7A]
0190F6	[1EA]
0190F8	[322]
0190FA	[38A]
0190FC	[44A]
0190FE	[4A8]
019100	[566]
019102	[5FE]
019104	[6AE]
019106	[732]
019108	[7C0]
01910A	[860]
019114	[B6E]
019292	[FF02]
019294	[6FF]
019296	[403]
019298	[5FF]
01929A	[1]
01929C	[7FF]
019FC0	[52]
01A15E	[1818]
01A168	[1]
01A16A	[BEA6]
01A598	[B2]
01A59C	[298]
01A5A0	[3B8]
01A5A4	[510]
01A5A6	[5AC]
01A5A8	[5E4]
01A5AA	[6C2]
01A5AE	[79A]
01A5C0	[F30]
01A5C2	[FFA]
01A6E9	[8]
01A734	[10]
01A736	[4C]
01A738	[10]
01A73A	[4B]
01A73C	[10]
01A73E	[5D]
01BDCE	[8]
01BDCF	[8]
01BDD0	[18]
01BDD1	[18]
01BDD4	[10]
01BDD5	[10]
01BDD6	[C]
01BDD7	[C]
01BDD8	[14]
01BDD9	[14]
01BDDC	[0]
01BDDD	[0]
01BDDE	[4]
01BDDF	[4]
01BDE0	[1C]
01BDE1	[1C]
01BE6E	[2]
01BE70	[0]
01BEA6	[0]
01BEA8	[0]
01BEAA	[0]
01BEAC	[1]
01BF2A	[600]
01BF2C	[FFE8]
01BF2E	[330]
01BF30	[FFD0]
01BF32	[600]
01BF34	[FFE8]
01BF36	[3C0]
01BF38	[FFC8]
01C052	[9E8]
01C056	[9E8]
01C05A	[BB4]
01C05C	[D9C]
01CA32	[6]
01CA34	[106]
01CA36	[114]
01CBFE	[8]
01CC00	[BC]
01CC02	[130]
01CC04	[16C]
01CDE6	[4]
01D16A	[0]
01D1CF	[F]
01D209	[F]
01D27C	[F]
01D27E	[500]
01D280	[FFAD]
01D288	[14]
01D9B0	[1]
01D9B2	[D9D0]
01D9D0	[2]
01D9D1	[0]
01DA64	[1]
01DA66	[DA84]
01DA84	[1]
01DA86	[4]
01DB6C	[2]
01DBD6	[30A]
01DBDC	[68C]
01DBDE	[6B6]
01DBE0	[6E4]
01DBE2	[718]
01DBE4	[48C]
01DBE6	[726]
01DBE8	[8E4]
01DBEA	[8F2]
01DBFA	[2F6]
01DBFE	[2CA]
01DC00	[296]
01DC02	[28C]
01DC0A	[1F2]
01DC16	[15A]
01DC1C	[138]
01E3F4	[650]
01E3F6	[10C]
01E532	[B0]
01E534	[48]
01E536	[70]
01E538	[18]
01E53A	[90]
01E53C	[30]
01E700	[1]
01E702	[E78C]
01E704	[1]
01E706	[E7B6]
01E70C	[1]
01E70E	[E87C]
01E78C	[28]
01E78D	[0]
01E78E	[0]
01E78F	[1]
01E790	[1]
01E792	[0]
01E793	[0]
01E794	[0]
01E795	[1]
01E796	[262]
01E798	[C]
01E799	[0]
01E79A	[0]
01E79B	[0]
01E79C	[1]
01E79E	[0]
01E79F	[0]
01E7A0	[0]
01E7A1	[0]
01E7A2	[1]
01E7A4	[6]
01E7A5	[0]
01E7A6	[0]
01E7A7	[0]
01E7A8	[1]
01E7AA	[0]
01E7AB	[0]
01E7AC	[0]
01E7AD	[0]
01E7AE	[1E]
01E7B0	[A]
01E7B1	[0]
01E7B2	[0]
01E7B3	[0]
01E7B4	[0]
01E7B6	[46]
01E7B7	[0]
01E7B8	[0]
01E7B9	[0]
01E7BA	[1]
01E7BC	[2A]
01E7BD	[0]
01E7BE	[0]
01E7BF	[0]
01E7C0	[B4]
01E7C2	[0]
01E7C3	[0]
01E7C4	[0]
01E7C5	[0]
01E7C6	[1]
01E7C8	[34]
01E7C9	[0]
01E7CA	[0]
01E7CB	[0]
01E7CC	[1]
01E7CE	[0]
01E7CF	[0]
01E7D0	[0]
01E7D1	[0]
01E7D2	[1]
01E7D4	[2C]
01E7D5	[0]
01E7D6	[0]
01E7D7	[0]
01E7D8	[1]
01E7DA	[0]
01E7DB	[0]
01E7DC	[0]
01E7DD	[0]
01E7DE	[1]
01E7E0	[28]
01E7E1	[0]
01E7E2	[0]
01E7E3	[0]
01E7E4	[1]
01E7E6	[0]
01E7E7	[0]
01E7E8	[0]
01E7E9	[0]
01E7EA	[1]
01E7EC	[E]
01E7ED	[0]
01E7EE	[0]
01E7EF	[0]
01E7F0	[12C]
01E7F2	[0]
01E7F3	[0]
01E7F4	[0]
01E7F5	[0]
01E7F6	[14]
01E7F8	[40]
01E7F9	[0]
01E7FA	[0]
01E7FB	[0]
01E7FC	[1]
01E7FE	[0]
01E7FF	[0]
01E800	[0]
01E801	[0]
01E802	[1]
01E804	[8]
01E805	[0]
01E806	[0]
01E807	[1]
01E808	[1]
01E80A	[0]
01E80B	[0]
01E80C	[0]
01E80D	[1]
01E80E	[1E]
01E810	[10]
01E811	[1]
01E812	[0]
01E813	[1]
01E814	[B4]
01E816	[12]
01E817	[1]
01E818	[0]
01E819	[1]
01E81A	[78]
01E81C	[0]
01E81D	[1]
01E81E	[0]
01E81F	[1]
01E820	[1]
01E822	[2C]
01E823	[1]
01E824	[0]
01E825	[1]
01E826	[1]
01E828	[0]
01E829	[1]
01E82A	[0]
01E82B	[1]
01E82C	[12C]
01E87C	[28]
01E87D	[0]
01E87E	[0]
01E87F	[1]
01E880	[1]
01E882	[0]
01E883	[0]
01E884	[0]
01E885	[1]
01E886	[1]
01E888	[14]
01E889	[1]
01E88A	[0]
01E88B	[1]
01E88C	[B4]
01E88E	[0]
01E88F	[0]
01E890	[0]
01E891	[0]
01E892	[2]
01E894	[24]
01E895	[0]
01E896	[0]
01E897	[0]
01E898	[1]
01E89A	[0]
01E89B	[0]
01E89C	[0]
01E89D	[0]
01E89E	[5]
01E8A0	[A]
01E8A1	[0]
01E8A2	[0]
01E8A3	[0]
01E8A4	[0]
01EEEA	[1]
01EEEC	[EF0A]
01EF0A	[650]
01EF0C	[10C]
01EF0E	[628]
01EF10	[11C]
01EF12	[600]
01EF14	[FC]
0206E6	[4]
0206E8	[1B2]
02092E	[EA]
020930	[2C6]
020936	[758]
020944	[5E4]
020950	[938]
020B66	[E8]
020C02	[A]
020C04	[30]
020C06	[68]
020C08	[BE]
020C0A	[E4]
020F58	[100]
021454	[16]
021456	[2068]
02155E	[13]
021560	[8FC8]
021580	[2]
021582	[15AC]
0215AC	[7]
0215AD	[2]
0215AE	[2]
0215B0	[16A6]
0215B2	[0]
0215B4	[100]
0215B6	[4]
0215B7	[1]
0215B8	[2]
0215BA	[16C2]
0215BC	[0]
0215BE	[0]
0216A6	[0]
0216A8	[15]
0216AA	[0]
0216AC	[2]
0216AE	[0]
0216B0	[3]
0216B2	[0]
0216B4	[4]
0216B6	[D]
0216B8	[5]
0216BA	[E]
0216BC	[6]
0216BE	[F]
0216C0	[7]
0216C2	[10]
0216C4	[11]
0216C6	[12]
0216C8	[13]
0216CA	[0]
021B2A	[10]
021B3A	[0]
021B3C	[100]
021B3E	[0]
021B40	[0]
021B42	[0]
021B44	[0]
021B45	[11]
021B46	[0]
021B47	[0]
021B48	[0]
021B49	[0]
021B4A	[380]
021B4C	[100]
021B4E	[0]
021B50	[80]
021B52	[20]
021B54	[0]
021B55	[0]
021B56	[0]
021B57	[0]
021B58	[0]
021B59	[0]
021B5A	[408]
021B5C	[D0]
021B5E	[0]
021B60	[0]
021B62	[0]
021B64	[0]
021B65	[B]
021B66	[0]
021B67	[0]
021B68	[0]
021B69	[0]
021B6A	[460]
021B6C	[D0]
021B6E	[0]
021B70	[0]
021B72	[0]
021B74	[0]
021B75	[0]
021B76	[0]
021B77	[0]
021B78	[0]
021B79	[0]
021B7A	[4D0]
021B7C	[D0]
021B7E	[128]
021B80	[0]
021B82	[0]
021B84	[0]
021B85	[4]
021B86	[0]
021B87	[1]
021B88	[0]
021B89	[0]
021B8A	[580]
021B8C	[0]
021B8E	[128]
021B90	[80]
021B92	[20]
021B94	[0]
021B95	[1]
021B96	[1]
021B97	[1]
021B98	[0]
021B99	[0]
021B9A	[0]
021B9C	[0]
021B9E	[0]
021BA0	[0]
021BA2	[0]
021BA4	[1]
021BA5	[4]
021BA6	[0]
021BA7	[0]
021BA8	[0]
021BA9	[0]
021BAA	[1B0]
021BAC	[0]
021BAE	[0]
021BB0	[0]
021BB2	[0]
021BB4	[1]
021BB5	[4]
021BB6	[0]
021BB7	[0]
021BB8	[0]
021BB9	[0]
021BBA	[220]
0222E8	[6]
0222EA	[2E]
022CBC	[4]
022CBE	[B4]
022D94	[76]
022D96	[76]
022D9C	[76]
022DAA	[76]
022DB6	[76]
022DE4	[10]
022DF4	[3]
022DF5	[0]
022E54	[0]
02311E	[2]
023120	[313E]
02313E	[3]
02313F	[1]
023140	[2]
023142	[321A]
023144	[0]
023146	[0]
023148	[0]
023149	[0]
02314A	[2]
02314C	[332A]
02314E	[0]
023150	[0]
02321A	[30]
02321C	[31]
02321E	[34]
023220	[42]
02332A	[0]
02332C	[0]
0233F0	[2]
0233F2	[4D44]
0233F4	[2]
0233F6	[7E16]
023400	[2]
023402	[898C]
023404	[2]
023406	[8C76]
023414	[2]
023416	[A028]
023474	[3]
023476	[383A]
0234A4	[4]
0234A6	[20E]
0234A8	[4]
0234AA	[1F1A]
0234BC	[4]
0234BE	[57B0]
023530	[5]
023532	[6A70]
023534	[5]
023536	[6C80]
023544	[5]
023546	[76D2]
023548	[5]
02354A	[785C]
02354C	[5]
02354E	[7C9C]
023550	[5]
023552	[7D94]
02355C	[5]
02355E	[80C6]
0235F4	[6]
0235F6	[A20A]
02365A	[7]
02365C	[89EE]
02365E	[7]
023660	[8B52]
02366A	[7]
02366C	[B336]
023672	[7]
023674	[B554]
02367E	[7]
023680	[BB68]
023682	[7]
023684	[BDC4]
0236AA	[8]
0236AC	[1046]
0236CE	[8]
0236D0	[36A4]
023736	[8]
023738	[6D76]
02373A	[8]
02373C	[881A]
02373E	[8]
023740	[88B2]
023742	[8]
023744	[8A84]
023752	[8]
023754	[9ABA]
023756	[8]
023758	[9B48]
0237EA	[9]
0237EC	[24AA]
023802	[9]
023804	[2ECC]
023812	[9]
023814	[34F6]
023822	[9]
023824	[3E54]
023832	[9]
023834	[4462]
02383A	[9]
02383C	[4672]
023B52	[CDB]
023B54	[CEB]
023B56	[CDC]
023B58	[CEC]
023B5A	[CDD]
023B5C	[CED]
023CEC	[8E]
023CF2	[B8]
023CF6	[D4]
023D6C	[0]
023D6D	[52]
023D6E	[4F]
023D6F	[44]
023D70	[20]
023D71	[20]
023D72	[20]
023D73	[20]
023D74	[20]
023D75	[20]
023D76	[20]
023D77	[20]
023D78	[20]
023D79	[40]
023D96	[0]
023D97	[43]
023D98	[4C]
023D99	[55]
023D9A	[42]
023D9B	[20]
023D9C	[20]
023D9D	[20]
023D9E	[20]
023D9F	[20]
023DA0	[20]
023DA1	[20]
023DA2	[20]
023DA3	[40]
023DB2	[0]
023DB3	[44]
023DB4	[59]
023DB5	[4E]
023DB6	[41]
023DB7	[4D]
023DB8	[49]
023DB9	[54]
023DBA	[45]
023DBB	[20]
023DBC	[20]
023DBD	[20]
023DBE	[20]
023DBF	[40]
0243FE	[C9B]
024400	[CAB]
024402	[C9C]
024404	[CAC]
024406	[C9D]
024408	[CAD]
02443E	[8C]
024446	[F8]
0244C2	[0]
0244C3	[47]
0244C4	[4F]
0244C5	[4C]
0244C6	[44]
0244C7	[44]
0244C8	[55]
0244C9	[53]
0244CA	[54]
0244CB	[20]
0244CC	[20]
0244CD	[20]
0244CE	[20]
0244CF	[2F]
0244D0	[20]
0244D1	[35]
0244D2	[30]
0244D3	[30]
0244D4	[30]
0244D5	[20]
0244D6	[70]
0244D7	[74]
0244D8	[73]
0244D9	[20]
0244DA	[20]
0244DB	[20]
0244DC	[40]
02452E	[0]
02452F	[4E]
024530	[45]
024531	[43]
024532	[4B]
024533	[4C]
024534	[41]
024535	[43]
024536	[45]
024537	[20]
024538	[20]
024539	[20]
02453A	[20]
02453B	[2F]
02453C	[20]
02453D	[33]
02453E	[30]
02453F	[30]
024540	[30]
024541	[20]
024542	[70]
024543	[74]
024544	[73]
024545	[20]
024546	[20]
024547	[20]
024548	[40]
024D50	[8]
024D52	[3F2]
024D56	[1780]
024D6E	[44]
024D76	[104]
024D7A	[150]
024D80	[1BA]
024D84	[23E]
02514C	[2]
02514E	[463C]
025150	[2]
025152	[4780]
025154	[2]
025156	[5178]
025158	[2]
02515A	[47FA]
025164	[2]
025166	[606E]
0251D6	[7A0]
0251DC	[A04]
0251E0	[AF4]
026584	[400]
026586	[FFF8]
026588	[280]
02658A	[FFC8]
0265C4	[0]
0265C6	[39]
0268DC	[C8]
0268DE	[16A]
026984	[1964]
026986	[8000]
026988	[0]
02698A	[401]
02698B	[1]
02698C	[AE]
02698E	[1968]
026990	[8000]
026992	[0]
026994	[401]
026995	[1]
026996	[AE]
026998	[196C]
02699A	[8000]
02699C	[0]
02699E	[401]
02699F	[1]
0269A0	[AE]
0269A2	[1970]
0269A4	[8000]
0269A6	[0]
0269A8	[401]
0269A9	[1]
0269AA	[AE]
0269AC	[1974]
0269AE	[8000]
0269B0	[0]
0269B2	[401]
0269B3	[1]
0269B4	[AE]
0269B6	[1978]
0269B8	[8000]
0269BA	[0]
0269BC	[401]
0269BD	[1]
0269BE	[AE]
0269C0	[197C]
0269C2	[8000]
0269C4	[0]
0269C6	[401]
0269C7	[1]
0269C8	[AE]
0269CA	[1980]
0269CC	[8000]
0269CE	[0]
0269D0	[401]
0269D1	[1]
0269D2	[AE]
0269D4	[2EA0]
0269D6	[8000]
0269D8	[0]
0269DA	[401]
0269DB	[1]
0269DC	[AE]
0269DE	[2EA4]
0269E0	[8000]
0269E2	[0]
0269E4	[401]
0269E5	[1]
0269E6	[AE]
0269E8	[2EA8]
0269EA	[8000]
0269EC	[0]
0269EE	[401]
0269EF	[1]
0269F0	[AE]
0269F2	[2EAC]
0269F4	[8000]
0269F6	[0]
0269F8	[401]
0269F9	[1]
0269FA	[AE]
0269FC	[2EB0]
0269FE	[8000]
026A00	[0]
026A02	[401]
026A03	[1]
026A04	[AE]
026A06	[2EB4]
026A08	[8000]
026A0A	[0]
026A0C	[401]
026A0D	[1]
026A0E	[AE]
026A10	[2EB8]
026A12	[8000]
026A14	[0]
026A16	[401]
026A17	[1]
026A18	[AE]
026A1A	[2EBC]
026A1C	[8000]
026A1E	[0]
026A20	[481]
026A21	[81]
026A22	[AE]
026A24	[FF60]
026A26	[1CCC]
026A28	[8000]
026A2A	[0]
026A2C	[28]
026A2D	[28]
026A2E	[A1]
026A30	[1CCC]
026A32	[8000]
026A34	[100]
026A36	[85]
026A37	[85]
026A38	[A1]
026A3A	[FFEC]
026F9E	[C8]
026FA0	[16A]
027046	[19E4]
027048	[8000]
02704A	[0]
02704C	[401]
02704D	[1]
02704E	[B1]
027050	[19E8]
027052	[8000]
027054	[0]
027056	[401]
027057	[1]
027058	[B1]
02705A	[19EC]
02705C	[8000]
02705E	[0]
027060	[401]
027061	[1]
027062	[B1]
027064	[19F0]
027066	[8000]
027068	[0]
02706A	[401]
02706B	[1]
02706C	[B1]
02706E	[19F4]
027070	[8000]
027072	[0]
027074	[401]
027075	[1]
027076	[B1]
027078	[19F8]
02707A	[8000]
02707C	[0]
02707E	[401]
02707F	[1]
027080	[B1]
027082	[19FC]
027084	[8000]
027086	[0]
027088	[401]
027089	[1]
02708A	[B1]
02708C	[1A00]
02708E	[8000]
027090	[0]
027092	[401]
027093	[1]
027094	[B1]
027096	[2F20]
027098	[8000]
02709A	[0]
02709C	[401]
02709D	[1]
02709E	[B1]
0270A0	[2F24]
0270A2	[8000]
0270A4	[0]
0270A6	[401]
0270A7	[1]
0270A8	[B1]
0270AA	[2F28]
0270AC	[8000]
0270AE	[0]
0270B0	[401]
0270B1	[1]
0270B2	[B1]
0270B4	[2F2C]
0270B6	[8000]
0270B8	[0]
0270BA	[401]
0270BB	[1]
0270BC	[B1]
0270BE	[2F30]
0270C0	[8000]
0270C2	[0]
0270C4	[401]
0270C5	[1]
0270C6	[B1]
0270C8	[2F34]
0270CA	[8000]
0270CC	[0]
0270CE	[401]
0270CF	[1]
0270D0	[B1]
0270D2	[2F38]
0270D4	[8000]
0270D6	[0]
0270D8	[401]
0270D9	[1]
0270DA	[B1]
0270DC	[2F3C]
0270DE	[8000]
0270E0	[0]
0270E2	[481]
0270E3	[81]
0270E4	[B1]
0270E6	[FF60]
0270E8	[1CEC]
0270EA	[8000]
0270EC	[0]
0270EE	[28]
0270F0	[A5]
02727E	[26]
027280	[30]
027282	[3A]
027284	[44]
02728A	[62]
02728C	[6C]
02729C	[BC]
02729E	[C8]
0272A0	[16A]
0272A4	[1B24]
0272A6	[8000]
0272A8	[0]
0272AA	[40A]
0272AC	[8C]
0272AE	[1B28]
0272B0	[8000]
0272B2	[0]
0272B4	[40A]
0272B6	[8C]
0272B8	[1B2C]
0272BA	[8000]
0272BC	[0]
0272BE	[A]
0272C0	[0]
0272C2	[1B30]
0272C4	[8000]
0272C6	[0]
0272C8	[A]
0272CA	[0]
0272E0	[1B38]
0272E2	[8000]
0272E4	[0]
0272E6	[A]
0272E8	[0]
0272EA	[1B3C]
0272EC	[8000]
0272EE	[0]
0272F0	[A]
0272F2	[0]
02733A	[307C]
02733C	[8000]
02733E	[0]
027340	[8A]
027342	[0]
027346	[1B04]
027348	[8000]
02734A	[0]
02734C	[1]
02734D	[1]
02734E	[0]
027350	[1B08]
027352	[8000]
027354	[0]
027356	[1]
027357	[1]
027358	[0]
02735A	[1B0C]
02735C	[8000]
02735E	[0]
027360	[1]
027361	[1]
027362	[0]
027364	[1B10]
027366	[8000]
027368	[0]
02736A	[1]
02736B	[1]
02736C	[0]
02736E	[1B14]
027370	[8000]
027372	[0]
027374	[1]
027375	[1]
027376	[0]
027378	[1B18]
02737A	[8000]
02737C	[0]
02737E	[1]
02737F	[1]
027380	[0]
027382	[1B1C]
027384	[8000]
027386	[0]
027388	[1]
027389	[1]
02738A	[0]
02738C	[1B20]
02738E	[8000]
027390	[0]
027392	[1]
027393	[1]
027394	[0]
027396	[3040]
027398	[8000]
02739A	[0]
02739C	[1]
02739D	[1]
02739E	[0]
0273A0	[3044]
0273A2	[8000]
0273A4	[0]
0273A6	[1]
0273A7	[1]
0273A8	[0]
0273AA	[3048]
0273AC	[8000]
0273AE	[0]
0273B0	[1]
0273B1	[1]
0273B2	[0]
0273B4	[304C]
0273B6	[8000]
0273B8	[0]
0273BA	[1]
0273BB	[1]
0273BC	[0]
0273BE	[3050]
0273C0	[8000]
0273C2	[0]
0273C4	[1]
0273C5	[1]
0273C6	[0]
0273C8	[3054]
0273CA	[8000]
0273CC	[0]
0273CE	[1]
0273CF	[1]
0273D0	[0]
0273D2	[3058]
0273D4	[8000]
0273D6	[0]
0273D8	[1]
0273D9	[1]
0273DA	[0]
0273DC	[305C]
0273DE	[8000]
0273E0	[0]
0273E2	[81]
0273E3	[81]
0273E4	[0]
0273E6	[FF60]
0273E8	[1CD8]
0273EA	[8000]
0273EC	[0]
0273EE	[28]
0273EF	[28]
0273F0	[A7]
0273F2	[1CD8]
0273F4	[8000]
0273F6	[100]
0273F8	[85]
0273F9	[85]
0273FA	[A7]
0273FC	[FFEC]
0276FE	[26]
027700	[30]
027702	[3A]
027704	[44]
027706	[4E]
027708	[58]
02770A	[62]
02770C	[6C]
027714	[94]
02771C	[BC]
02771E	[C8]
027720	[16A]
027724	[1BE0]
027726	[8000]
027728	[0]
02772A	[40A]
02772C	[98]
02772E	[1BE4]
027730	[8000]
027732	[4]
027734	[A]
027736	[0]
027738	[1BE8]
02773A	[8000]
02773C	[8]
02773E	[40A]
027740	[94]
027742	[1BEC]
027744	[8000]
027746	[C]
027748	[40A]
02774A	[94]
02774C	[1BF0]
02774E	[8000]
027750	[10]
027752	[A]
027754	[0]
027756	[1BF4]
027758	[8000]
02775A	[14]
02775C	[A]
02775E	[0]
027760	[1BF8]
027762	[8000]
027764	[18]
027766	[A]
027768	[0]
02776A	[1BFC]
02776C	[8000]
02776E	[1C]
027770	[A]
027772	[0]
027792	[312C]
027794	[8000]
027796	[2C]
027798	[A]
02779A	[0]
0277BA	[313C]
0277BC	[8000]
0277BE	[3C]
0277C0	[48A]
0277C2	[98]
0277C6	[1BC0]
0277C8	[8000]
0277CA	[40]
0277CC	[1]
0277CD	[1]
0277CE	[0]
0277D0	[1BC4]
0277D2	[8000]
0277D4	[44]
0277D6	[1]
0277D7	[1]
0277D8	[0]
0277DA	[1BC8]
0277DC	[8000]
0277DE	[48]
0277E0	[1]
0277E1	[1]
0277E2	[0]
0277E4	[1BCC]
0277E6	[8000]
0277E8	[4C]
0277EA	[1]
0277EB	[1]
0277EC	[0]
0277EE	[1BD0]
0277F0	[8000]
0277F2	[50]
0277F4	[1]
0277F5	[1]
0277F6	[0]
0277F8	[1BD4]
0277FA	[8000]
0277FC	[54]
0277FE	[1]
0277FF	[1]
027800	[0]
027802	[1BD8]
027804	[8000]
027806	[58]
027808	[1]
027809	[1]
02780A	[0]
02780C	[1BDC]
02780E	[8000]
027810	[5C]
027812	[1]
027813	[1]
027814	[0]
027816	[3100]
027818	[8000]
02781A	[60]
02781C	[1]
02781D	[1]
02781E	[0]
027820	[3104]
027822	[8000]
027824	[64]
027826	[1]
027827	[1]
027828	[0]
02782A	[3108]
02782C	[8000]
02782E	[68]
027830	[1]
027831	[1]
027832	[0]
027834	[310C]
027836	[8000]
027838	[6C]
02783A	[1]
02783B	[1]
02783C	[0]
02783E	[3110]
027840	[8000]
027842	[70]
027844	[1]
027845	[1]
027846	[0]
027848	[3114]
02784A	[8000]
02784C	[74]
02784E	[1]
02784F	[1]
027850	[0]
027852	[3118]
027854	[8000]
027856	[78]
027858	[1]
027859	[1]
02785A	[0]
02785C	[311C]
02785E	[8000]
027860	[7C]
027862	[81]
027863	[81]
027864	[0]
027866	[FF60]
027868	[1CD0]
02786A	[8000]
02786C	[80]
02786E	[28]
02786F	[28]
027870	[AA]
027872	[1CD0]
027874	[8000]
027876	[180]
027878	[85]
027879	[85]
02787A	[AA]
02787C	[FFEC]
027880	[38]
027884	[4C]
02788E	[7E]
02789E	[D0]
0278A0	[172]
0278A2	[188]
0278A4	[19E]
0278A6	[1C8]
0278A8	[21A]
0278B6	[1A68]
0278B8	[8000]
0278BA	[0]
0278BC	[A]
0278BE	[0]
0278CA	[1A70]
0278CC	[8000]
0278CE	[0]
0278D0	[A]
0278D2	[0]
0278FC	[2FA0]
0278FE	[8000]
027900	[0]
027902	[40A]
027904	[B3]
02794E	[1A64]
027950	[8000]
027952	[0]
027954	[401]
027955	[1]
027956	[B3]
027958	[1A68]
02795A	[8000]
02795C	[0]
02795E	[401]
02795F	[1]
027960	[B3]
027962	[1A6C]
027964	[8000]
027966	[0]
027968	[401]
027969	[1]
02796A	[B3]
02796C	[1A70]
02796E	[8000]
027970	[0]
027972	[401]
027973	[1]
027974	[B3]
027976	[1A74]
027978	[8000]
02797A	[0]
02797C	[401]
02797D	[1]
02797E	[B3]
027980	[1A78]
027982	[8000]
027984	[0]
027986	[401]
027987	[1]
027988	[B3]
02798A	[1A7C]
02798C	[8000]
02798E	[0]
027990	[401]
027991	[1]
027992	[B3]
027994	[1A80]
027996	[8000]
027998	[0]
02799A	[401]
02799B	[1]
02799C	[B3]
02799E	[2FA0]
0279A0	[8000]
0279A2	[0]
0279A4	[401]
0279A5	[1]
0279A6	[B3]
0279A8	[2FA4]
0279AA	[8000]
0279AC	[0]
0279AE	[401]
0279AF	[1]
0279B0	[B3]
0279B2	[2FA8]
0279B4	[8000]
0279B6	[0]
0279B8	[401]
0279B9	[1]
0279BA	[B3]
0279BC	[2FAC]
0279BE	[8000]
0279C0	[0]
0279C2	[401]
0279C3	[1]
0279C4	[B3]
0279C6	[2FB0]
0279C8	[8000]
0279CA	[0]
0279CC	[401]
0279CD	[1]
0279CE	[B3]
0279D0	[2FB4]
0279D2	[8000]
0279D4	[0]
0279D6	[401]
0279D7	[1]
0279D8	[B3]
0279DA	[2FB8]
0279DC	[8000]
0279DE	[0]
0279E0	[401]
0279E1	[1]
0279E2	[B3]
0279E4	[2FBC]
0279E6	[8000]
0279E8	[0]
0279EA	[481]
0279EB	[81]
0279EC	[B3]
0279EE	[FF60]
0279F0	[1CB8]
0279F2	[8000]
0279F4	[0]
0279F6	[28]
0279F7	[28]
0279F8	[AB]
0279FA	[1CB8]
0279FC	[8000]
0279FE	[100]
027A00	[85]
027A01	[85]
027A02	[AB]
027A04	[FFEC]
027A06	[1CB8]
027A08	[8000]
027A0A	[0]
027A0C	[2]
